tmdb_id,title,release_date,popularity,vote_average,vote_count,genre_ids,overview,fetched_at
300137,Sweet & Sour,2021-12-01,77.57,7.2,2486,[18],"Faced with real-world opportunities and challenges, a couple endures the highs and lows of trying to make a long-distance relationship survive.",2026-05-17T17:01:53.253016
300138,Trippin' with the Kandasamys,2021-12-01,14.79,6.2,2689,[18],"To rekindle their marriages, best friends-turned-in-laws Shanthi and Jennifer plan a couples' getaway. But it comes with all kinds of surprises.",2026-05-17T17:01:53.253128
300139,Xtreme,2021-12-01,61.14,6.9,517,[18],"In this fast-paced and action-packed thriller, a retired hitman — along with his sister and a troubled teen — takes revenge on his lethal stepbrother.",2026-05-17T17:01:53.253288
300140,Alan Saldaña: Locked Up,2021-12-01,308.64,8.7,4547,[35],"Mexican comedian Alan Saldaña is back, poking gentle fun at himself and parceling advice, especially about how to stay married and how to be parents.",2026-05-17T17:01:53.253410
300141,Dancing Queens,2021-12-01,66.96,6.5,1882,[18],"A dancer who gets a job cleaning at a struggling drag club dreams of being in the show, and her talent catches an ambitious choreographer's eye.",2026-05-17T17:01:53.253520
300142,Myriam Fares: The Journey,2021-12-01,53.98,4.6,2069,[18],"From pregnancy to album preparations, Lebanese singer and “Queen of the Stage” Myriam Fares documents her experiences with her family while in lockdown.",2026-05-17T17:01:53.255434
300143,Black Holes | The Edge of All We Know,2021-12-01,84.57,9.2,5053,[18],Follow scientists on their quest to understand and capture the first image of a black hole while exploring the limits of our knowledge of the universe.,2026-05-17T17:01:53.255896
300144,Carnaval,2021-12-01,157.65,5.1,3429,[18],"After a breakup, an influencer takes her friends on a free trip to Bahia's vibrant Carnival, where she learns life's not just about social media likes.",2026-05-17T17:01:53.256094
300145,Super Monsters: Once Upon a Rhyme,2021-12-01,82.54,4.6,6237,[18],"From Goldilocks to Hansel and Gretel, the Super Monsters reimagine classic fairy tales and favorite nursery rhymes with a musical, magical spin!",2026-05-17T17:01:53.256235
300146,Bo Burnham: Inside,2021-12-01,71.91,6.2,3833,[35],"A new comedy special shot and performed by Bo Burnham, alone, over the course of the past year.",2026-05-17T17:01:53.256355
300147,One Lagos Night,2021-12-01,141.9,3.7,4348,[18],"A desperate man attempts to burglarize the home of a wealthy woman, but finds himself face-to-face with a crew of armed robbers who have the same idea.",2026-05-17T17:01:53.256455
300148,Dog Gone Trouble,2021-12-01,40.36,6.6,5198,[18],The privileged life of a pampered dog named Trouble is turned upside-down when he gets lost and must learn to survive on the big-city streets.,2026-05-17T17:01:53.257763
300149,Blue Miracle,2021-12-01,101.16,4.9,5365,[18],"To save their cash-strapped orphanage, a guardian and his kids partner with a washed-up boat captain for a chance to win a lucrative fishing competition.",2026-05-17T17:01:53.258080
300150,Ghost Lab,2021-12-01,96.25,5.6,4455,[18],"After witnessing a haunting in their hospital, two doctors become dangerously obsessed with obtaining scientific proof that ghosts exist.",2026-05-17T17:01:53.258491
300151,Soy Rada: Serendipity,2021-12-01,200.17,7.6,4157,[35],"The delightful Argentine comic Agustín Aristarán (aka Soy Rada) is back, this time putting the spotlight on family and parenting, magic and music.",2026-05-17T17:01:53.258703
300152,Baggio: The Divine Ponytail,2021-12-01,55.11,7.3,3423,[18],"The story of Roberto Baggio, one of the best soccer players of all time, including his career highs, triumphs over injuries and discovery of Buddhism.",2026-05-17T17:01:53.258857
300153,Gatao - The Last Stray,2021-12-01,147.52,7.5,7549,[18],Romance unexpectedly blossoms when a freelance photographer arrives late to her assignment at a full moon celebration thrown for a mob boss's newborn.,2026-05-17T17:01:53.259079
300154,Nail Bomber: Manhunt,2021-12-01,209.71,5.1,7588,[18],"This documentary examines the 1999 London bombings that targeted Black, Bangladeshi and gay communities, and the race to find the far-right perpetrator.",2026-05-17T17:01:53.259246
300155,99 Songs,2021-12-01,311.98,8.0,4207,[18],"Challenged to compose 100 songs before he can marry the girl he loves, a tortured but passionate singer-songwriter embarks on a poignant musical journey.",2026-05-17T17:01:53.259406
300156,99 Songs (Tamil),2021-12-01,11.95,4.5,1788,[18],"Challenged to compose 100 songs before he can marry the girl he loves, a tortured but passionate singer-songwriter embarks on a poignant musical journey.",2026-05-17T17:01:53.266928
300157,99 Songs (Telugu),2021-12-01,244.64,7.8,1945,[18],"Challenged to compose 100 songs before he can marry the girl he loves, a tortured but passionate singer-songwriter embarks on a poignant musical journey.",2026-05-17T17:01:53.267388
300158,Army of the Dead,2021-12-01,203.12,6.5,2666,[18],"After a zombie outbreak in Las Vegas, a group of mercenaries takes the ultimate gamble by venturing into the quarantine zone for the greatest heist ever.",2026-05-17T17:01:53.267670
300159,Creating an Army of the Dead,2021-12-01,72.57,8.3,1866,[18],"Zack Snyder and his ""Army of the Dead"" team dive into the film's wild stunts, groundbreaking effects and the evolution of the zombie genre.",2026-05-17T17:01:53.267916
300160,Little Singham Future mein Satakli,2021-12-01,61.41,5.5,3750,[18],"Little Singham and his crew travel to the year 2050 to rescue kids from the evil rule of Junglee Joker, who has forbidden them from laughter or play!",2026-05-17T17:01:53.268133
300161,Amy Tan: Unintended Memoir,2021-12-01,274.55,6.9,8249,[18],"From her painful past to her successful career after ""The Joy Luck Club,"" groundbreaking writer Amy Tan shares her life story in this documentary.",2026-05-17T17:01:53.268381
300162,Sardar Ka Grandson,2021-12-01,195.22,7.7,2355,[18],"A devoted grandson’s mission to reunite his ailing grandmother with her ancestral home turns into a complicated, comic cross-border affair.",2026-05-17T17:01:53.269716
300163,Ahaan,2021-12-01,146.58,5.4,10666,[18],"Jilted by his wife, a man with OCD finds eye-opening common ground and camaraderie with his neighbor, a young man with Down Syndrome.",2026-05-17T17:01:53.270044
300164,Cinema Bandi,2021-12-01,7.43,5.6,1971,[18],A struggling rickshaw driver’s life takes a rollicking turn when he comes upon an expensive camera and decides to make a film with his fellow villagers.,2026-05-17T17:01:53.270250
300165,Ferry,2021-12-01,239.99,10.6,5523,[18],"Before he built a drug empire, Ferry Bouman returns to his hometown on a revenge mission that finds his loyalty tested — and a love that alters his life.",2026-05-17T17:01:53.270471
300166,I Am All Girls,2021-12-01,268.52,8.3,1659,[18],A relentless detective finds common ground with a killer systematically targeting the perpetrators running a powerful child-trafficking ring.,2026-05-17T17:01:53.277894
300167,Jungle Beat: The Movie,2021-12-01,123.27,4.2,7975,[18],"When a lost and lonely alien crash-lands on Earth, his new crew of talking animal friends helps him get back home — and try to save the world!",2026-05-17T17:01:53.278208
300168,The Upshaws - The Afterparty,2021-12-01,3.36,7.4,1692,[18],"The comedic dream team from ""The Upshaws"" discuss the hit series, share some anecdotes from their own upbringings and play a little swag-centric game.",2026-05-17T17:01:53.278398
300169,The Woman in the Window,2021-12-01,75.93,7.3,932,[18],"Confined to her home by agoraphobia, a psychologist becomes obsessed with her new neighbors — and solving a brutal crime she witnesses from her window.",2026-05-17T17:01:53.284063
300170,Dance of the Forty One,2021-12-01,126.16,6.0,2343,[18],A gay congressman marries the Mexican president's daughter but cavorts with a young man at a secret club. And then scandal hits. Based on a true story.,2026-05-17T17:01:53.284435
300171,Oxygen,2021-12-01,54.98,5.7,6349,[18],"After waking up in a cryogenic unit, Liz fights to survive and remember who she is before her oxygen runs out.",2026-05-17T17:01:53.284714
300172,Nayattu,2021-12-01,230.03,7.9,7919,[18],Three police officers become pawns for unscrupulous lawmakers when they are framed in an incident amid political elections and must flee to evade arrest.,2026-05-17T17:01:53.285067
300173,Super Me,2021-12-01,384.47,7.4,10763,[18],A struggling screenwriter discovers his lucrative ability to bring antiques from his dreams into the real world — but his new life soon unravels.,2026-05-17T17:01:53.285236
300174,Milestone,2021-12-01,21.8,6.9,3280,[18],"Recently marking 500,000 kilometers on the road, a newly bereaved trucker faces the threat of losing the job that has come to define him to a new intern.",2026-05-17T17:01:53.285365
300175,Monster,2021-12-01,88.82,2.6,7668,[18],A talented teen implicated in a robbery-turned-murder fights for his innocence and integrity against a criminal justice system that’s already judged him.,2026-05-17T17:01:53.285468
300176,The Circle - The Afterparty,2021-12-01,384.83,5.7,5768,[18],"Stars of ""The Circle"" drop by to discuss Season 2's big winner, some juicy behind-the-scenes gossip and their enduring friendships with one another.",2026-05-17T17:01:53.289458
300177,The Disciple,2021-12-01,57.04,4.9,6413,[18],"Self-doubt, sacrifice and struggle converge into an existential crisis for a devoted classical vocalist as the mastery he strives for remains elusive.",2026-05-17T17:01:53.293748
300178,The Mitchells vs. The Machines,2021-12-01,17.38,7.1,1006,[18],A robot apocalypse put the brakes on their cross-country road trip. Now it’s up to the Mitchells — the world’s weirdest family — to save the human race.,2026-05-17T17:01:53.294145
300179,Things Heard & Seen,2021-12-01,263.28,9.2,4536,[18],A young woman discovers that both her husband and their new home harbor sinister secrets after they leave Manhattan for small-town life.,2026-05-17T17:01:53.294376
300180,Get the Grift,2021-12-01,136.62,8.7,5280,[18],"After a botched scam, Clóvis bumps into Lohane, his estranged foster sister. In a bind, they soon realize the only way out is to band together.",2026-05-17T17:01:53.294529
300181,Shadow and Bone - The Afterparty,2021-12-01,140.71,4.4,4855,[18],"Stars of Netflix's ""Shadow and Bone"" discuss the show's epic combat scenes, answer some fan questions and play an ""Army vs. Crows"" trivia game.",2026-05-17T17:01:53.294900
300182,Heroes: Silence and Rock & Roll,2021-12-01,338.83,5.8,1767,[18],"An exploration of the rise of Héroes del Silencio, the seminal 1980s Spanish rock band. Anchored by Enrique Bunbury, they focused on a harder sound.",2026-05-17T17:01:53.295078
300183,HOMUNCULUS,2021-12-01,65.72,6.2,1271,[18],Truth and illusion blurs when a homeless amnesiac awakens from an experimental medical procedure with the ability to see people's innermost traumas.,2026-05-17T17:01:53.296825
300184,Searching For Sheela,2021-12-01,176.06,9.8,3282,[18],Journalists and fans await Ma Anand Sheela as the infamous former Rajneesh commune’s spokesperson returns to India after decades for an interview tour.,2026-05-17T17:01:53.297345
300185,Stowaway,2021-12-01,201.57,6.8,2945,[18],A three-person crew on a mission to Mars faces an impossible choice when an unplanned passenger jeopardizes the lives of everyone on board.,2026-05-17T17:01:53.299986
300186,Tell Me When,2021-12-01,29.67,7.7,4808,[18],Workaholic Will puts his humdrum life in LA on hold to fulfill his grandpa's last wish: visiting Mexico City's most iconic sights and falling in love.,2026-05-17T17:01:53.300296
300187,Ajeeb Daastaans,2021-12-01,65.68,5.8,1774,[18],Four shorts explore the surprising ways in which unexpected catalysts inflame the uncomfortable emotions simmering under fractured relationships.,2026-05-17T17:01:53.300451
300188,Arlo the Alligator Boy,2021-12-01,124.81,8.1,7632,[18],"To find the father he never knew, optimistic Arlo leaves his swampy Southern home for New York City, making friends along the way. A musical adventure.",2026-05-17T17:01:53.300611
300189,Barbie & Chelsea: The Lost Birthday,2021-12-01,47.8,3.2,2720,[18],"When Barbie’s sister Chelsea thinks her birthday has been skipped, she hunts for a magic gem on a jungle island that will grant her wish to get it back.",2026-05-17T17:01:53.300731
300190,Dad Stop Embarrassing Me - The Afterparty,2021-12-01,262.38,6.8,244,[18],"Jamie Foxx, David Alan Grier and more from the cast of the family comedy discuss the show, humiliating family moments, bad BBQ dishes and sitcom openings.",2026-05-17T17:01:53.300856
300191,Tuesdays & Fridays,2021-12-01,244.86,8.7,817,[18],"To avoid the burden of commitment, a young lawyer and a writer agree to be romantic partners only two days a week. That won’t get complicated — right?",2026-05-17T17:01:53.300969
300192,Ride or Die,2021-12-01,231.59,5.3,1755,[18],"Rei helps the woman she’s been in love with for years escape her abusive husband. While on the run, their feelings for each other catch fire.",2026-05-17T17:01:53.301097
300193,The Soul,2021-12-01,128.46,4.2,5061,[18],"While investigating the death of a businessman, a prosecutor and his wife uncover occult secrets as they face their own life-and-death dilemma.",2026-05-17T17:01:53.301251
300194,Why Did You Kill Me?,2021-12-01,168.89,4.3,7713,[18],The line between justice and revenge blurs when a devastated family uses social media to track down the people who killed 24-year-old Crystal Theobald.,2026-05-17T17:01:53.301374
300195,New Gods: Nezha Reborn,2021-12-01,7.31,7.5,7136,[18],"While living as an ordinary deliveryman and motor racing fan, Nezha encounters old nemeses and must rediscover his powers to protect his loved ones.",2026-05-17T17:01:53.301484
300196,Night in Paradise,2021-12-01,14.04,4.5,9687,[18],"Hiding out in Jeju Island following a brutal tragedy, a wronged mobster with a target on his back connects with a woman who has her own demons.",2026-05-17T17:01:53.304207
300197,Roohi,2021-12-01,76.36,5.3,4683,[18],"Hired to kidnap a bride, two bumbling pals face a wacky predicament when one falls for their abductee — and the other, for the spirit possessing her.",2026-05-17T17:01:53.304452
300198,Thunder Force,2021-12-01,296.97,5.2,2400,[18],Two childhood best friends reunite as an unlikely crime-fighting superhero duo when one invents a formula that gives ordinary people superpowers.,2026-05-17T17:01:53.304978
300199,Two Distant Strangers,2021-12-01,399.58,8.5,10675,[18],"In this Oscar-nominated short film, a man trying to go home to his dog gets stuck in a time loop that forces him to relive a deadly run-in with a cop.",2026-05-17T17:01:53.305212
300200,Dolly Parton: A MusiCares Tribute,2021-12-01,213.34,6.6,3536,[18],"In a star-studded evening of music and memories, a community of iconic performers honor Dolly Parton as the MusiCares Person of the Year.",2026-05-17T17:01:53.307438
300201,The Last Kids on Earth: Happy Apocalypse to You,2021-12-01,48.51,6.6,966,[18],"Help Jack and his monster-battling friends make choices to stay alive — and have some fun — in this interactive ""Last Kids on Earth"" adventure!",2026-05-17T17:01:53.308119
300202,Mandela,2021-12-01,118.28,9.1,9355,[18],"Amid a local election with two rivals vying to win by any means necessary, a barber lands in a curiously powerful position as the single deciding vote.",2026-05-17T17:01:53.308431
300203,Concrete Cowboy,2021-12-01,139.19,8.0,887,[18],"Sent to live with his estranged father for the summer, a rebellious teen finds kinship in a tight-knit Philadelphia community of Black cowboys.",2026-05-17T17:01:53.308726
300204,Irul,2021-12-01,32.72,5.7,974,[18],"When a car breakdown forces a couple to seek shelter in a nearby home, conversations with the stranger inside soon suggest there’s a killer among them.",2026-05-17T17:01:53.308979
300205,Just Say Yes,2021-12-01,59.42,6.0,4064,[18],Incurable romantic Lotte finds her life upended when her plans for a picture-perfect wedding unravel — just as her self-absorbed sister gets engaged.,2026-05-17T17:01:53.309120
300206,Madame Claude,2021-12-01,82.28,6.6,1063,[18],"In 1960s Paris, Madame Claude's influence extends beyond the world of sex work — until an affluent young woman threatens to change everything.",2026-05-17T17:01:53.309259
300207,Tersanjung the Movie,2021-12-01,202.92,7.9,1523,[18],"After growing up in a tumultuous household, Yura finds herself in a love triangle with two close friends as she faces a personal and financial crisis.",2026-05-17T17:01:53.309370
300208,7 Yards: The Chris Norton Story,2021-12-01,102.3,5.3,1509,[18],"The true story of former college football player Chris Norton, who defied the odds after a devastating accident — with the woman he loves by his side.",2026-05-17T17:01:53.309475
300209,Octonauts & the Ring of Fire,2021-12-01,201.79,4.6,7582,[18],"When red-hot volcanoes start a chain reaction of disasters across the ocean, the Octonauts must work together to face their biggest challenge yet.",2026-05-17T17:01:53.313331
300210,Marked,2021-12-01,203.18,8.6,3250,[18],"This documentary explores Nigeria’s cultural practice of marking, including its origins and meaning as a symbol of identity, beauty and spirituality.",2026-05-17T17:01:53.314202
300211,A Week Away,2021-12-01,202.81,6.3,7058,[18],"In this uplifting musical, a troubled teen takes a leap of faith by attending summer camp — and unexpectedly finds love, friends and a place to belong.",2026-05-17T17:01:53.314506
300212,Bad Trip,2021-12-01,209.36,7.3,3797,[18],"In this hidden-camera prank comedy, two best friends bond on a wild road trip to New York as they pull real people into their raunchy, raucous antics.",2026-05-17T17:01:53.316019
300213,Pagglait,2021-12-01,160.26,7.4,7988,[18],"Widowed soon after marriage, a young woman grapples with an inability to grieve, quirky relatives and a startling discovery about her late husband.",2026-05-17T17:01:53.316336
300214,Caught by a Wave,2021-12-01,243.84,7.3,3089,[18],"After falling in love at a sailing summer camp in Sicily, reality comes crashing down on a teenage couple when a harsh truth prompts a pivotal decision.",2026-05-17T17:01:53.320837
300215,Secret Magic Control Agency,2021-12-01,158.03,8.3,10438,[18],"Hansel and Gretel of fairy tale fame — now acting as secret agents — must use magic, clever thinking and teamwork on a mission to find a missing king.",2026-05-17T17:01:53.321310
300216,Seaspiracy,2021-12-01,123.94,4.5,4535,[18],"Passionate about ocean life, a filmmaker sets out to document the harm that humans do to marine species — and uncovers alarming global corruption.",2026-05-17T17:01:53.321483
300217,Loyiso Gola: Unlearning,2021-12-01,421.09,6.2,1947,[35],"South African comedian Loyiso Gola serves up filter-free humor as he riffs about race, identity, politics, and a school prank gone embarrassingly wrong!",2026-05-17T17:01:53.321683
300218,The Yin Yang Master,2021-12-01,50.11,7.4,1324,[18],"A feud erupts between realms, and Yin Yang master Qing Ming teams up with disgraced guard Yuan Boya to vanquish a demonic threat as a conspiracy looms.",2026-05-17T17:01:53.321910
300219,Deadly Illusions,2021-12-01,184.82,7.5,410,[18],"After a bestselling novelist suffering from writer's block hires a new nanny for her children, the line between fiction and reality starts to blur.",2026-05-17T17:01:53.322090
300220,Get the Goat,2021-12-01,127.04,7.4,3851,[18],"Two hapless cops find themselves in over their heads as they cross paths with dangerous criminals while searching for Celestina, a beloved goat mascot.",2026-05-17T17:01:53.322448
300221,Nate Bargatze: The Greatest Average American,2021-12-01,283.74,5.1,704,[35],"Nate Bargatze touches on Zoom comedy shows, losing his phone, hotel breakfast fails, animal caddies, new math and much more in this special.",2026-05-17T17:01:53.323391
300222,Operation Varsity Blues: The College Admissions Scandal,2021-12-01,190.66,4.9,2339,[18],Reenactments drive this documentary investigating the mastermind behind a scam to get the kids of rich and famous families into top US universities.,2026-05-17T17:01:53.323707
300223,RebellComedy: Straight Outta the Zoo,2021-12-01,58.81,11.6,8488,[35],"The comics of RebellComedy take the stage and tackle mistaken identities, geriatric influencers, our flawed perceptions of animals and more.",2026-05-17T17:01:53.323938
300224,C/O Kaadhal,2021-12-01,129.62,6.2,3573,[18],"Cutting across conventions and expectations, four brave love stories blossom in this Tamil remake of the 2018 Telugu film ""Care of Kancharapalem.”",2026-05-17T17:01:53.326073
300225,Paper Lives,2021-12-01,368.68,8.2,8956,[18],"In the streets of Istanbul, ailing waste warehouse worker Mehmet takes a small boy under his wing and must soon confront his own traumatic childhood.",2026-05-17T17:01:53.326352
300226,YES DAY,2021-12-01,314.91,6.3,3633,[18],A mom and dad who usually say no decide to say yes to their kids' wildest requests — with a few ground rules — on a whirlwind day of fun and adventure.,2026-05-17T17:01:53.326490
300227,Coven of Sisters,2021-12-01,0.86,7.9,4403,[18],"Basque Country, 1609. To postpone their execution, a group of women accused of witchcraft lure their inquisitor into witnessing the witches' Sabbath.",2026-05-17T17:01:53.327828
300228,Bombay Rose,2021-12-01,182.9,6.2,2610,[18],"Amidst the bustle of a magnetic and multifaceted city, the budding love between two dreamers is tested.",2026-05-17T17:01:53.328050
300229,Aelay,2021-12-01,66.35,9.1,979,[18],"A son stoically returns to his village upon his father’s death, recalling their chilly dynamic before a bizarre event disrupts his visit.",2026-05-17T17:01:53.328226
300230,Dogwashers,2021-12-01,197.25,4.4,2101,[18],"When a narco past his prime refuses to pay a debt to an upstart, only a secret stash of money can save his men. But guess what the gardener just found?",2026-05-17T17:01:53.333737
300231,Sentinelle,2021-12-01,66.68,8.7,7179,[18],"Transferred home after a traumatizing combat mission, a highly trained French soldier uses her lethal skills to hunt down the man who hurt her sister.",2026-05-17T17:01:53.334062
300232,Moxie,2021-12-01,388.48,7.7,4521,[18],"Inspired by her mom's rebellious past and a confident new friend, a shy 16-year-old publishes an anonymous zine calling out sexism at her school.",2026-05-17T17:01:53.334212
300233,Biggie: I Got a Story to Tell,2021-12-01,142.37,7.1,8788,[18],"Featuring rare footage and in-depth interviews, this documentary celebrates the life of The Notorious B.I.G. on his journey from hustler to rap king.",2026-05-17T17:01:53.340819
300234,Blanche Gardin: The All-Nighter,2021-12-01,404.1,6.5,3974,[35],"With self-deprecating humor, French comic Blanche Gardin offers stream-of-consciousness observations on environmentalism, gender relations and herself.",2026-05-17T17:01:53.341015
300235,Connected,2021-12-01,72.27,4.6,4108,[18],"Argentine DJ Hernán Cattáneo, known for his house music innovations, invites a symphonic orchestra for a four-night run at Buenos Aires' Teatro Colón.",2026-05-17T17:01:53.341141
300236,Bigfoot Family,2021-12-01,231.86,6.5,1472,[18],"Bigfoot’s now a big deal. So when he goes missing, his shy but tech-savvy teen son must take on an evil CEO to save his family and a wildlife preserve.",2026-05-17T17:01:53.341291
300237,Crazy About Her,2021-12-01,68.65,5.3,2105,[18],"After spending a wild night together, Adri discovers the only way to see Carla again is to become a patient at the psychiatric center where she resides.",2026-05-17T17:01:53.341402
300238,Ginny & Georgia - The Afterparty,2021-12-01,13.22,5.4,6341,[18],"Cast members of the hit Netflix show join the hosts to unpack the drama of Season 1, and Cristela Alonzo offers tips for being the new kid at school.",2026-05-17T17:01:53.341509
300239,The Girl on the Train,2021-12-01,254.8,5.3,1784,[18],A troubled divorcée fixates on a seemingly ideal couple from afar until a shocking observation sends her spiraling straight into a knotty murder case.,2026-05-17T17:01:53.345894
300240,Geez & Ann,2021-12-01,183.11,5.8,1057,[18],"After falling for Geez, a heartthrob at school, Ann must confront family opposition, heartache and deception as their romance struggles.",2026-05-17T17:01:53.346181
300241,Brian Regan: On the Rocks,2021-12-01,63.2,4.4,8473,[35],"Brian Regan tackles the big issues weighing on him, including aging, time, obsessive behavior, backpacks on airplanes, ungrateful horses and raisins.",2026-05-17T17:01:53.346370
300242,Pelé,2021-12-01,127.23,8.2,1456,[18],"Against the backdrop of a turbulent era in Brazil, this documentary captures Pelé’s extraordinary path from breakthrough talent to national hero.",2026-05-17T17:01:53.350695
300243,Red,2021-12-01,17.52,8.2,3725,[18],"A murder investigation leads police to a photo of a suspect, but when two men are found with faces that match the picture, the case gets doubly tricky.",2026-05-17T17:01:53.351077
300244,Fate: The Winx Saga - The Afterparty,2021-12-01,190.42,6.3,4295,[18],"Stars of the fiery hit discuss the show's magic, play trivia and chow down on hot wings. Then, Taylor Tomlinson shares how she would use fairy powers.",2026-05-17T17:01:53.351384
300245,I Care a Lot,2021-12-01,23.66,5.5,3793,[18],A court-appointed legal guardian defrauds her older clients and traps them under her care. But her latest mark comes with some unexpected baggage.,2026-05-17T17:01:53.352743
300246,Animals on the Loose: A You vs. Wild Movie,2021-12-01,70.42,7.0,2277,[18],"When wild animals escape from a sanctuary, Bear Grylls — and you — must pursue them and secure their protective habitat. An interactive special.",2026-05-17T17:01:53.353093
300247,Namaste Wahala,2021-12-01,71.65,6.3,3822,[18],An interracial romance hits humorous and heart-wrenching hiccups as the couple's parents fight tooth and nail against their relationship.,2026-05-17T17:01:53.353519
300248,Hate by Dani Rovira,2021-12-01,37.64,7.9,1192,[35],"From his hometown of Málaga, Dani Rovira reflects on human beings’ nonsensical hatred in this hilarious and unfiltered comedy special.",2026-05-17T17:01:53.356988
300249,To All The Boys: Always And Forever,2021-12-01,184.68,6.6,4384,[18],Senior year of high school takes center stage as Lara Jean returns from a family trip to Korea and considers her college plans — with and without Peter.,2026-05-17T17:01:53.357216
300250,Xico's Journey,2021-12-01,13.38,6.1,968,[18],"A girl, a dog and her best pal set out to save a mountain from a gold-hungry corporation. But the key lies closer to home, with her sidekick pup, Xico.",2026-05-17T17:01:53.357362
300251,Red Dot,2021-12-01,47.15,5.2,7927,[18],"Trying to rekindle their marriage and with a child on the way, a young couple on a ski trip suddenly finds themselves stalked by remorseless killers.",2026-05-17T17:01:53.357494
300252,Squared Love,2021-12-01,50.45,7.3,4204,[18],A celebrity journalist and renowned womanizer starts to rethink his life choices after he falls for a mysterious model who leads a double life.,2026-05-17T17:01:53.359513
300253,The Misadventures of Hedi and Cokeman,2021-12-01,170.1,7.8,1268,[18],"In Paris, two dysfunctional dealers use family ties to try to boost their small drug business in this crass comedy based on the webseries.",2026-05-17T17:01:53.361018
300254,Malcolm & Marie,2021-12-01,270.46,6.5,2339,[18],"As a filmmaker and his girlfriend return home from his movie premiere, smoldering tensions and painful revelations push them toward a romantic reckoning.",2026-05-17T17:01:53.361320
300255,Space Sweepers,2021-12-01,43.57,5.4,6894,[18],"Chasing after space debris and faraway dreams in year 2092, four misfits unearth explosive secrets during the attempted trade of a wide-eyed humanoid.",2026-05-17T17:01:53.363806
300256,"Strip Down, Rise Up",2021-12-01,21.91,8.0,953,[18],"In an effort to reclaim their bodies and lives, a group of women explore the intersections of movement and meaning in a powerful pole dancing program.",2026-05-17T17:01:53.364243
300257,The Yin-Yang Master: Dream Of Eternity,2021-12-01,16.54,6.9,1492,[18],"When a demonic serpent reawakens, the Yin-Yang Masters must solve a murder mystery and protect their realms from a dark conspiracy at the royal court.",2026-05-17T17:01:53.364493
300258,Below Zero,2021-12-01,77.61,6.4,1784,[18],"When a prisoner transfer van is attacked, the cop in charge must fight those inside and outside while dealing with a silent foe: the icy temperatures.",2026-05-17T17:01:53.364704
300259,Finding ‘Ohana,2021-12-01,389.82,7.2,3952,[18],"In Oʻahu for the summer, two siblings from Brooklyn connect with their Hawaiian heritage — and their family — on a daring quest for long-lost treasure.",2026-05-17T17:01:53.364869
300260,The Dig,2021-12-01,73.84,6.6,6075,[18],"On the eve of World War II, a British widow hires a self-taught archaeologist to dig up mysterious formations on her land, leading to a staggering find.",2026-05-17T17:01:53.365012
300261,June & Kopi,2021-12-01,547.77,6.0,1252,[18],"A street dog is taken in by a young couple, and the family pit becomes an instant accomplice as she adjusts to her new, loving home.",2026-05-17T17:01:53.365145
300262,Accomplice,2021-12-01,494.91,7.2,5746,[18],Traverse the globe with the world's top riders as they pedal through rugged terrain and majestic locations in this visual homage to the bicycle.,2026-05-17T17:01:53.365326
300263,Penguin Bloom,2021-12-01,27.6,4.5,5055,[18],"As a mom copes with the aftermath of a harrowing accident, she finds inspiration from an injured magpie taken in by her family. Based on a true story.",2026-05-17T17:01:53.365472
300264,The White Tiger,2021-12-01,385.31,6.7,4145,[18],The ambitious driver for a rich Indian family uses his wit and cunning to escape from poverty and become an entrepreneur. Based on the bestselling novel.,2026-05-17T17:01:53.369660
300265,Outside the Wire,2021-12-01,3.46,7.2,11118,[18],"In the near future, a drone pilot sent into a war zone finds himself paired with a top-secret android officer on a mission to stop a nuclear attack.",2026-05-17T17:01:53.370093
300266,Tribhanga - Tedhi Medhi Crazy,2021-12-01,62.52,5.4,5953,[18],"When her estranged mother falls into a coma, a self-made single mom grapples with regret and resentment while reflecting on their strained relationship.",2026-05-17T17:01:53.370262
300267,What Would Sophia Loren Do?,2021-12-01,14.02,3.5,2851,[18],"In this delightful short documentary, an Italian American grandmother and film buff finds strength and joy in the life of her screen idol, Sophia Loren.",2026-05-17T17:01:53.370391
300268,Wish You,2021-12-01,283.31,6.8,3386,[18],"Singing and dreaming together, a talented singer-songwriter and a same-aged keyboardist add harmony and love to each other’s lives.",2026-05-17T17:01:53.370503
300269,Chris Rock Total Blackout: The Tamborine Extended Cut,2021-12-01,235.75,10.5,3069,[35],"In this extended cut of his 2018 special, Chris Rock takes the stage for a special filled with searing observations on fatherhood, infidelity and politics.",2026-05-17T17:01:53.374917
300270,"Crack: Cocaine, Corruption & Conspiracy",2021-12-01,0.49,7.7,5640,[18],"A cheap, powerful drug emerges during a recession, igniting a moral panic fueled by racism. Explore the complex history of crack in the 1980s.",2026-05-17T17:01:53.375220
300271,Charming,2021-12-01,29.13,5.4,1157,[18],"On the eve of his 21st birthday, an adored prince must find his one, true soulmate before a spell takes away all love from his kingdom.",2026-05-17T17:01:53.375453
300272,Creating The Queen's Gambit,2021-12-01,202.44,7.3,1825,[18],"A fascinating character. Exquisite sets. A wig for every era. The stars, creators and crew reveal how the hit series about a chess prodigy came to life.",2026-05-17T17:01:53.380218
300273,Stuck Apart,2021-12-01,344.22,6.2,7008,[18],"Entrenched in a midlife crisis, Aziz seeks solace from his mundane job, lonesome friends and rowdy family while pretending to have his act together.",2026-05-17T17:01:53.380576
