tmdb_id,name,original_name,popularity,vote_average,vote_count,release_date,origin_country,genre_ids,overview,poster_path,fetched_at
150613,LEGO Jurassic World: Legend of Isla Nublar,LEGO Jurassic World: Legend of Isla Nublar,1.61,6.9,238,2019-09-01,"[""United States""]",[18],"At Jurassic Park, a velociraptor handler and an operations manager tackle crises of epic proportions as they try to prevent dinosaur-sized disasters.",,2026-05-17T16:57:37.506300
150614,LEGO Jurassic World: Secret Exhibit,LEGO Jurassic World: Secret Exhibit,207.64,5.8,1954,2018-09-01,"[""United States""]",[18],A can-do problem solver teams up with a rugged animal behaviorist to transport a trio of dinosaurs across the park to a super-secret exhibit.,,2026-05-17T16:57:37.506616
150615,LEGO Ninjago,LEGO Ninjago,78.59,5.7,5642,2020-09-01,"[""Canada""]",[18],"While fighting foes across Ninjago City and beyond, the ninjas embark on new quests and gain newfound allies as the power of their friendship is tested.",,2026-05-17T16:57:37.506837
150616,LEGO Ninjago: Masters of Spinjitzu,LEGO Ninjago: Masters of Spinjitzu,88.44,6.7,6286,2019-09-01,"[""Denmark""]",[18],"Kai, Jay, Cole and Zane must master their elemental powers and Spinjitzu weapons to protect the land of Ninjago, which also has an underworld.",,2026-05-17T16:57:37.508919
150617,LEGO: CITY Adventures,LEGO: CITY Adventures,41.1,5.7,6063,2019-09-01,"[""United States""]",[18],"In a boomtown built on fun, friendship and wacky mischief, a quirky crew of cops and firefighters work hard to preserve the peace and awesomeness.",,2026-05-17T16:57:37.509179
150618,The Garfield Show,The Garfield Show,34.94,6.4,1365,2018-09-01,"[""France""]",[18],"Lazy, lasagna-loving fat cat Garfield lives life on his own terms, which includes teasing his geeky owner, Jon, and tormenting dimwitted dog Odie.",,2026-05-17T16:57:37.509351
150619,The Good Detective,The Good Detective,86.72,5.3,5145,2020-09-01,"[""South Korea""]",[18],"When doubts rise about a five-year-old murder conviction, a veteran detective partners with a young hotshot to hunt down the case's hidden truths.",,2026-05-17T16:57:37.509498
150620,Voice,Voice,43.76,6.4,5572,2018-09-01,"[""South Korea""]",[18],"A deft detective whose wife is killed by a serial murderer teams up with a rookie cop, a gifted voice profiler dealing with her own father’s murder.",,2026-05-17T16:57:37.511199
150621,Afronta! Facing It!,Afronta! Facing It!,31.88,9.2,1160,2017-09-01,"[""Brazil""]",[18],"This docuseries spotlights Afro-Brazilian thinkers sharing their individual journeys and discussing representation, entrepreneurship and community.",,2026-05-17T16:57:37.511613
150622,Zumbo's Just Desserts,Zumbo's Just Desserts,413.21,8.3,5025,2019-09-01,"[""Australia""]",[10764],"Dessert wizard Adriano Zumbo looks for the next “Willy Wonka” in this tense competition that finds skilled amateurs competing for a $100,000 prize.",,2026-05-17T16:57:37.511868
150623,Kongsuni and Friends,Kongsuni and Friends,52.25,4.4,1094,2020-09-01,"[""US""]",[18],A bright-eyed girl and her magical owl sidekick find adventure when enchanting powers and creative ideas lead to important lessons.,,2026-05-17T16:57:37.512043
150624,Marvel's Agents of S.H.I.E.L.D.,Marvel's Agents of S.H.I.E.L.D.,145.62,6.0,4076,2020-09-01,"[""United States""]",[18],"Agent Phil Coulson, seen in action in Marvel's The Avengers, assembles a team of top S.H.I.E.L.D. agents to investigate bizarre threats.",,2026-05-17T16:57:37.512249
150625,Somebody Feed Phil,Somebody Feed Phil,13.7,7.3,2179,2020-09-01,"[""United States""]",[10764],"""Everybody Loves Raymond"" creator Phil Rosenthal travels the globe to take in the local cuisine and culture of Bangkok, Lisbon, Mexico City and more.",,2026-05-17T16:57:37.512424
150626,Suburra: Blood on Rome,Suburra: Blood on Rome,161.23,6.6,12176,2020-09-01,"[""Italy""]",[18],"In 2008, a fight over land in a seaside town near Rome spirals into a deadly battle between organized crime, corrupt politicians and the Vatican.",,2026-05-17T16:57:37.514962
150627,Blood of Zeus,Blood of Zeus,67.81,3.7,4784,2020-09-01,"[""United States""]",[18],"A commoner living in ancient Greece, Heron discovers his true heritage as a son of Zeus, and his purpose: to save the world from a demonic army.",,2026-05-17T16:57:37.515306
150628,Chico Bon Bon: Monkey with a Tool Belt,Chico Bon Bon: Monkey with a Tool Belt,361.94,4.8,1047,2020-09-01,"[""United States""]",[18],"Armed with tools and engineering smarts, monkey mechanic Chico Bon Bon and his Fix-It Force help the people of Blunderburg solve all of their problems.",,2026-05-17T16:57:37.515492
150629,The Devil Punisher,The Devil Punisher,49.92,6.6,2053,2020-09-01,"[""Taiwan""]",[18],"A baker by day and demon fighter by night, a reincarnated deity must jog his amnesiac lover's memory of their millennium-long romance.",,2026-05-17T16:57:37.515710
150630,Barbarians,Barbarians,46.84,5.7,3775,2020-09-01,"[""Germany""]",[18],"Torn between the mighty empire that raised him and his own tribal people, a Roman officer's conflicted allegiances lead to an epic historical clash.",,2026-05-17T16:57:37.515895
150631,Move,Move,172.46,3.3,4595,2020-09-01,"[""United States""]",[18],Discover the brilliant dancers and choreographers who are shaping the art of movement around the world in this documentary series.,,2026-05-17T16:57:37.516032
150632,Stolen Away,Stolen Away,56.15,5.4,5748,2020-09-01,"[""Spain""]",[18],"Searching for his kidnapped daughter, Antonio sets off a series of events affecting scores of people when he maneuvers to be sent to prison in Colombia.",,2026-05-17T16:57:37.516180
150633,The Queen's Gambit,The Queen's Gambit,57.88,6.1,5520,2020-09-01,"[""United States""]",[18],"In a 1950s orphanage, a young girl reveals an astonishing talent for chess and begins an unlikely journey to stardom while grappling with addiction.",,2026-05-17T16:57:37.516313
150634,My Next Guest Needs No Introduction With David Letterman,My Next Guest Needs No Introduction With David Letterman,162.51,8.6,5283,2020-09-01,"[""United States""]",[18],TV legend David Letterman teams up with fascinating global figures for in-depth interviews and curiosity-fueled excursions in this monthly talk show.,,2026-05-17T16:57:37.516493
150635,Unsolved Mysteries,Unsolved Mysteries,617.18,8.0,3105,2020-09-01,"[""US""]",[18],"Real cases of perplexing disappearances, shocking murders and paranormal encounters fuel this gripping revival of the iconic documentary series.",,2026-05-17T16:57:37.518977
150636,Start-Up,Start-Up,294.34,4.6,10951,2020-09-01,"[""South Korea""]",[18],Young entrepreneurs aspiring to launch virtual dreams into reality compete for success and love in the cutthroat world of Korea's high-tech industry.,,2026-05-17T16:57:37.519246
150637,Grand Army,Grand Army,56.87,6.7,2726,2020-09-01,"[""United States""]",[18],"Five students at the largest public high school in Brooklyn take on a chaotic world as they fight to succeed, survive, break free and seize the future.",,2026-05-17T16:57:37.519424
150638,La Révolution,La Révolution,86.2,8.0,4577,2020-09-01,"[""France""]",[18],"In a reimagined history, a mysterious disease besets 18th century France, culminating in a brutal clash between rebels and the aristocracy.",,2026-05-17T16:57:37.519631
150639,Someone Has to Die,Someone Has to Die,237.56,5.3,488,2020-09-01,"[""Mexico""]",[18],"In conservative 1950s Spain, the alleged relationship between a young man and a Mexican ballerino creates an uproar of harrowing consequences.",,2026-05-17T16:57:37.519811
150640,The Last Kids on Earth,The Last Kids on Earth,8.81,8.4,2666,2020-09-01,"[""United States""]",[18],"When zombies and monsters invade his hometown, a scrappy 13-year-old orphan teams up with his friends in hopes of surviving the chaos.",,2026-05-17T16:57:37.519965
150641,Fireman Sam,Fireman Sam,190.36,4.7,1029,2018-09-01,"[""United Kingdom""]",[18],"Sharing valuable lessons in fire safety for preschoolers, Fireman Sam and his animated crew from Pontypandy, Wales, are ready for any emergency.",,2026-05-17T16:57:37.520122
150642,Half & Half,Half & Half,167.05,6.3,633,2005-09-01,"[""United States""]",[18],"After two estranged half-sisters in their twenties find their lives suddenly entwined, they grow closer as they get to know more about each other.",,2026-05-17T16:57:37.520259
150643,One on One,One on One,329.25,6.4,3281,2006-09-01,"[""United States""]",[18],"When his ex-wife lands a job abroad, athlete-turned-sportscaster Flex Washington assumes full-time custody of their teenage daughter, Breanna.",,2026-05-17T16:57:37.520390
150644,Power Rangers Beast Morphers,Power Rangers Beast Morphers,90.07,6.5,4357,2020-09-01,"[""United States""]",[18],A new breed of secret agents must stop a ruthless computer virus and its minions from stealing the unlimited clean energy source that created them.,,2026-05-17T16:57:37.520511
150645,Social Distance,Social Distance,252.64,6.3,7197,2020-09-01,"[""United States""]",[18],"Filmed in isolation, this narrative anthology series features both dark and funny takes on how people strive to stay connected while staying apart.",,2026-05-17T16:57:37.523287
150646,The Cabin with Bert Kreischer,The Cabin with Bert Kreischer,86.6,4.9,3251,2020-09-01,"[""United States""]",[10764],"Fast-living comic Bert Kreischer heads to a cabin for some self-care and invites his funny friends to join his quest to cleanse his mind, body and soul.",,2026-05-17T16:57:37.523588
150647,Kipo and the Age of Wonderbeasts,Kipo and the Age of Wonderbeasts,318.83,6.1,3528,2020-09-01,"[""United States""]",[18],"Making her way through a world of mutant animals, a sheltered yet scrappy girl learns how to survive – and get home – with help from her ragtag crew.",,2026-05-17T16:57:37.525852
150648,Deaf U,Deaf U,151.52,6.4,4018,2020-09-01,"[""United States""]",[18],"In this reality series, a tight-knit group of Deaf and hard of hearing students share their stories and explore life at Gallaudet University.",,2026-05-17T16:57:37.526047
150649,The Haunting of Bly Manor,The Haunting of Bly Manor,55.11,6.6,6920,2020-09-01,"[""United States""]",[18],"Dead doesn't mean gone. An au pair plunges into an abyss of chilling secrets in this gothic romance from the creator of ""The Haunting of Hill House.""",,2026-05-17T16:57:37.526801
150650,Do Do Sol Sol La La Sol,Do Do Sol Sol La La Sol,167.41,5.2,1291,2020-09-01,"[""South Korea""]",[18],"A riches-to-rags pianist who loses everything but her smile is guided by twinkling little stars to a small town where she finds hope, home and love.",,2026-05-17T16:57:37.527132
150651,Private Lives,Private Lives,174.73,5.5,3129,2020-09-01,"[""South Korea""]",[18],"In a world where data is no longer private, con artists uncover a sinister surveillance scheme headed by the government and a greedy corporation.",,2026-05-17T16:57:37.527336
150652,The 100,The 100,321.33,6.3,1675,2020-09-01,"[""United States""]",[18],"A century after Earth was devastated by a nuclear apocalypse, 100 space station residents are sent to the planet to determine whether it's habitable.",,2026-05-17T16:57:37.527908
150653,To the Lake,To the Lake,369.23,7.3,9749,2020-09-01,"[""Russia""]",[18],"Facing the end of civilization when a terrifying plague strikes, a group risks their lives, loves — and humanity — in a brutal struggle to survive.",,2026-05-17T16:57:37.528153
150654,Bad Boy Billionaires: India,Bad Boy Billionaires: India,12.45,6.3,2565,2020-09-01,"[""India""]",[18],"This investigative docuseries explores the greed, fraud and corruption that built up — and ultimately brought down — India’s most infamous tycoons.",,2026-05-17T16:57:37.528333
150655,Pat a Pat Como,Pat a Pat Como,133.94,6.7,6428,2016-09-01,"[""US""]",[18],"For Como and his friends, each new adventure is a lesson on why it's important to be considerate — and to take care of one another!",,2026-05-17T16:57:37.529826
150656,Qurious Como,Qurious Como,400.75,6.4,7187,2017-09-01,"[""US""]",[18],"Shrunk down in size, Como and his friends examine the wonder-filled world around them one item at a time, from foods to household goods.",,2026-05-17T16:57:37.530093
150657,DreamWorks Happy Holidays from Madagascar,DreamWorks Happy Holidays from Madagascar,316.72,7.2,2089,2005-09-01,"[""United States""]",[18],Madagascar goes wild with holiday spirit in this set of Valentine's Day and Christmas-themed tales featuring everyone's favorite animal characters.,,2026-05-17T16:57:37.530365
150658,Emily in Paris,Emily in Paris,10.49,6.9,7255,2020-09-01,"[""United States""]",[18],"After landing her dream job in Paris, Chicago marketing exec Emily Cooper embraces her adventurous new life while juggling work, friends and romance.",,2026-05-17T16:57:37.530573
150659,H2O: Just Add Water,H2O: Just Add Water,24.14,7.5,4636,2009-09-01,"[""Australia""]",[18],The gals in this fantasy series cope with the burden of growing a giant fin and transforming into mermaids whenever they come in contact with water.,,2026-05-17T16:57:37.530778
150660,Evil,Evil,409.87,6.0,1470,2019-09-01,"[""United States""]",[18],A forensic psychologist partners with a Catholic priest-in-training to investigate miracles and demonic possession in this supernatural drama.,,2026-05-17T16:57:37.530936
150661,Familiar Wife,Familiar Wife,136.24,7.6,3483,2018-09-01,"[""South Korea""]",[18],"After receiving a bizarre chance to go back in time, a man wakes up to find that his whole life — including the person he married — is different.",,2026-05-17T16:57:37.531113
150662,Food Wars!: Shokugeki no Soma,Food Wars!: Shokugeki no Soma,344.88,7.1,1678,2016-09-01,"[""Japan""]",[18],"Young chef Soma enters the prestigious Totsuki Culinary Academy, where he must emerge victorious in over-the-top cooking battles or face expulsion.",,2026-05-17T16:57:37.531267
150663,"Good Morning, Verônica","Good Morning, Verônica",46.54,4.7,11360,2020-09-01,"[""Brazil""]",[18],"While hunting for a dating-site predator, an underused cop discovers a husband and wife with a horrific secret — and a web of conspiracy hiding it.",,2026-05-17T16:57:37.531414
150664,Journey of an African Colony,Journey of an African Colony,257.4,6.7,3967,2018-09-01,"[""US""]",[18],This docuseries delves into the untold stories and unsung heroes that paved Nigeria's road to independence. Based on the books by host Olasupo Shasore.,,2026-05-17T16:57:37.531585
150665,Oktoberfest: Beer & Blood,Oktoberfest: Beer & Blood,18.21,7.6,3653,2020-09-01,"[""Germany""]",[18],"In 1900 Munich, ambitious brewer Curt Prank uses brutal tactics on his quest to build a beer hall that will dominate the city's lucrative Oktoberfest.",,2026-05-17T16:57:37.531763
150666,Secreto bien guardado,Secreto bien guardado,57.74,6.5,6552,2019-09-01,"[""Argentina""]",[18],"In 1940 Argentina, a Jewish 17-year-old on vacation with her family falls in love with a young Nazi lawyer staying at the same hotel.",,2026-05-17T16:57:37.531886
150667,Sword Art Online,Sword Art Online,250.32,6.2,2712,2018-09-01,"[""Japan""]",[18],A video game whiz helps create a new technology that enables players to guide their online avatars with their own bodies – but a dark twist emerges.,,2026-05-17T16:57:37.532000
150668,The Parkers,The Parkers,160.98,7.8,2559,2003-09-01,"[""United States""]",[18],"In this ""Moesha"" spinoff, undergraduate Kim is joined at Santa Monica College by her mother Nikki, who decides to go back to school with her daughter.",,2026-05-17T16:57:37.532134
150669,The Unicorn,The Unicorn,13.57,4.4,2988,2019-09-01,"[""United States""]",[18],"A widowed father of two girls navigates the world of dating, surprised to learn that many women consider him a hot commodity.",,2026-05-17T16:57:37.532256
150670,You Cannot Hide,You Cannot Hide,242.62,5.6,4029,2020-09-01,"[""Mexico""]",[18],"A nurse and her daughter flee her husband’s drug-trafficking past in Mexico and assume new identities in Spain, but still face danger in Madrid.",,2026-05-17T16:57:37.532368
150671,Black Butler,Black Butler,214.49,7.7,3792,2010-09-01,"[""Japan""]",[18],"In Victorian London, 12-year-old business magnate Ciel Phantomhive thwarts dangers to the queen as he's watched over by his demon butler, Sebastian.",,2026-05-17T16:57:37.532477
150672,Man with a Plan,Man with a Plan,335.31,6.5,4041,2020-09-01,"[""United States""]",[18],"When his wife Andi returns to work, contractor Adam Burns becomes a stay-at-home dad and discovers that parenting is a tougher job than he realized.",,2026-05-17T16:57:37.532620
150673,Wentworth,Wentworth,312.89,8.4,1793,2020-09-01,"[""Australia""]",[18],Bea Smith is locked up while awaiting trial for the alleged attempted murder of her husband and must learn how life works in prison.,,2026-05-17T16:57:37.532767
150674,"Whose Vote Counts, Explained","Whose Vote Counts, Explained",135.28,4.1,5546,2020-09-01,"[""United States""]",[18],"The right to vote is at the foundation of America's democracy. But not every vote is created equal. How does the system work, and can it be fixed?",,2026-05-17T16:57:37.532923
150675,Van Helsing,Van Helsing,329.19,6.0,595,2019-09-01,"[""United States""]",[18],"After three years in a coma, Vanessa awakens to a world ravaged by vampires. Now, she and a motley band of fellow survivors fight to stay alive.",,2026-05-17T16:57:37.533059
150676,The Good Place,The Good Place,442.04,8.1,5905,2020-09-01,"[""United States""]",[18],"Due to an error, self-absorbed Eleanor Shellstrop arrives at the Good Place after her death. Determined to stay, she tries to become a better person.",,2026-05-17T16:57:37.533209
150677,A Perfect Crime,A Perfect Crime,166.65,4.4,4820,2020-09-01,"[""Germany""]",[18],"This docuseries investigates the 1991 killing of politician Detlev Rohwedder, an unsolved mystery at the heart of Germany's tumultuous reunification.",,2026-05-17T16:57:37.533330
150678,Mighty Little Bheem,Mighty Little Bheem,405.06,7.9,5695,2020-09-01,"[""US""]",[18],An innocent toddler’s boundless curiosity – and extraordinary might – lead to mischief and adventure in his small Indian town.,,2026-05-17T16:57:37.533441
150679,Sneakerheads,Sneakerheads,130.51,7.1,4835,2020-09-01,"[""United States""]",[18],Family man Devin falls back into his sneaker obsession after his pal Bobby talks him into a wheeling-dealing scheme to score a mythical pair of kicks.,,2026-05-17T16:57:37.533586
150680,The School Nurse Files,The School Nurse Files,15.6,5.0,3005,2020-09-01,"[""South Korea""]",[18],"Wielding a light-up sword through the dark corners of a high school, a nurse with an unusual gift protects students from monsters only she can see.",,2026-05-17T16:57:37.533703
150681,The Chef Show,The Chef Show,115.12,8.6,4911,2020-09-01,"[""United States""]",[18],"Writer, director and food enthusiast Jon Favreau and chef Roy Choi explore food in and out of the kitchen with accomplished chefs and celebrity friends.",,2026-05-17T16:57:37.533826
150682,The Playbook,The Playbook,138.44,5.3,1800,2020-09-01,"[""United States""]",[18],Coaches with championship résumés share their personal rules for success in sports and life in this reflective and inspiring documentary series.,,2026-05-17T16:57:37.533943
150683,Fukrey Boyzzz,Fukrey Boyzzz,218.05,5.0,3723,2020-09-01,"[""US""]",[18],"A troublemaking trio dreams big, plays hard and stirs up all sorts of classroom mischief in this animated spinoff of the popular Hindi film franchise.",,2026-05-17T16:57:37.534159
150684,Ratched,Ratched,88.62,8.0,3676,2020-09-01,"[""United States""]",[18],"In 1947, Mildred Ratched begins working as a nurse at a leading psychiatric hospital. But beneath her stylish exterior lurks a growing darkness.",,2026-05-17T16:57:37.534306
150685,The American Barbecue Showdown,The American Barbecue Showdown,14.47,6.9,4928,2020-09-01,"[""United States""]",[10764],Eight of the country's best backyard smokers and pitmasters vie for the title of American Barbecue Champion in a fierce but friendly faceoff.,,2026-05-17T16:57:37.534430
150686,The Blacklist,The Blacklist,183.29,7.5,2541,2019-09-01,"[""United States""]",[18],"After turning himself in, a brilliant fugitive offers to help the FBI bag other baddies, but only if rookie profiler Elizabeth Keen is his partner.",,2026-05-17T16:57:37.534575
150687,Dragon's Dogma,Dragon's Dogma,17.57,6.3,303,2020-09-01,"[""US""]",[18],"Resurrected as an Arisen, Ethan sets out to vanquish the Dragon that took his heart. But with every demon he battles, his humanity slips further away.",,2026-05-17T16:57:37.534713
150688,The Last Word,The Last Word,395.56,5.1,4031,2020-09-01,"[""Germany""]",[18],"Suddenly a widow, a woman rekindles her thirst for life by becoming a eulogist while navigating the existential landscape of death, grief and love.",,2026-05-17T16:57:37.534840
150689,Baby,Baby,137.11,4.3,6018,2020-09-01,"[""Italy""]",[18],"Fed up with their families and classmates, two teen girls from a wealthy part of Rome are drawn to the city's underworld and start leading double lives.",,2026-05-17T16:57:37.534956
150690,Challenger,Challenger,10.08,7.3,8087,2020-09-01,"[""United States""]",[18],"Engineers, officials and the crew members' families provide their perspective on the 1986 Space Shuttle Challenger disaster and its aftermath.",,2026-05-17T16:57:37.535249
150691,Criminal: UK,Criminal: UK,93.63,7.1,4096,2020-09-01,"[""United Kingdom""]",[18],"Within the walls of an interrogation room and with time running out, London investigators go after three suspects, each accused of a grievous crime.",,2026-05-17T16:57:37.535447
150692,Signs,Signs,136.03,6.0,2942,2020-09-01,"[""Poland""]",[18],"When a young woman's murder shows similarities to a decade-old cold case, a new police commander must break the silence permeating an Owl Mountain town.",,2026-05-17T16:57:37.535637
150693,Sing On!,Sing On!,72.59,4.8,4951,2020-09-01,"[""United States""]",[10764],"In this fun, fast-paced music contest hosted by Tituss Burgess, players sing their hearts out and try to hit the right notes to win up to $60,000.",,2026-05-17T16:57:37.535830
150694,Call the Midwife,Call the Midwife,190.19,7.1,6474,2020-09-01,"[""United Kingdom""]",[18],This period drama set in impoverished East London in the 1950s follows a newly qualified midwife and her colleagues at a nursing convent.,,2026-05-17T16:57:37.535996
150695,Taco Chronicles,Taco Chronicles,25.0,7.6,6899,2020-09-01,"[""United States""]",[10764],"Many of the most popular taco styles have long, rich, little-known histories. Explore some of them in this eye-opening, mouth-watering food adventure.",,2026-05-17T16:57:37.536174
150696,Buddi,Buddi,210.72,3.5,1389,2020-09-01,"[""United Kingdom""]",[18],"The Buddis bounce, spin, glide — and giggle! — through their magical world, learning new things and sharing the joy of friendship.",,2026-05-17T16:57:37.536346
150697,Family Business,Family Business,1.89,6.5,6087,2020-09-01,"[""France""]",[18],"After learning France is about to legalize pot, a down-on-his-luck entrepreneur and his family race to turn their butcher shop into a marijuana café.",,2026-05-17T16:57:37.536498
150698,Girlfriends,Girlfriends,131.49,8.8,1576,2007-09-01,"[""United States""]",[18],"Four close friends in Los Angeles challenge and support each other through life's triumphs and disasters. Sophisticated, relatable and always funny.",,2026-05-17T16:57:37.537023
150699,The Barrier,The Barrier,14.98,6.7,3414,2020-09-01,"[""Spain""]",[18],One family’s fight for survival in a future dystopian Madrid illustrates the disparity between two worlds separated by a fence — and so much more.,,2026-05-17T16:57:37.537274
150700,The Duchess,The Duchess,134.96,6.7,1858,2020-09-01,"[""United Kingdom""]",[18],"Katherine's a single mom juggling her career, her tween daughter, her relationship with her boyfriend — and pondering getting pregnant with her ex.",,2026-05-17T16:57:37.537404
150701,Greenleaf,Greenleaf,73.97,7.1,5289,2020-09-01,"[""United States""]",[18],"Although members of the Greenleaf family run a Memphis megachurch, their business and personal lives are tainted with greed, adultery and other sins.",,2026-05-17T16:57:37.537526
150702,Julie and the Phantoms,Julie and the Phantoms,251.31,7.0,4107,2020-09-01,"[""United States""]",[18],"Julie lost her passion for music when she lost her mom. But when three ghostly guys appear and lift her spirits, they decide to start a band together!",,2026-05-17T16:57:37.537797
150703,Get Organized with The Home Edit,Get Organized with The Home Edit,156.78,5.2,5120,2020-09-01,"[""United States""]",[10764],"Expert home organizers Clea and Joanna help celebrities and everyday clients edit, categorize and contain their clutter to create stunning spaces.",,2026-05-17T16:57:37.538002
150704,La Línea: Shadow of Narco,La Línea: Shadow of Narco,111.0,6.9,5276,2020-09-01,"[""Spain""]",[18],"A stone's throw from Africa, the Spanish beach town of La Línea is a drug smuggling hot spot. But the police and mayor are determined to change that.",,2026-05-17T16:57:37.538203
150705,Record of Youth,Record of Youth,41.69,5.8,936,2020-09-01,"[""South Korea""]",[18],Two actors and a makeup artist fight to make their own way in a world that weighs the backgrounds they were born into more than their dreams.,,2026-05-17T16:57:37.538360
150706,Transformers: Cyberverse,Transformers: Cyberverse,100.64,6.6,2727,2020-09-01,"[""US""]",[18],Optimus Prime and the AllSpark are missing – and only a memory-scrambled Bumblebee holds the key to finding them in this animated sci-fi series.,,2026-05-17T16:57:37.538496
150707,Cleverman,Cleverman,205.3,7.4,5697,2017-09-01,"[""Australia""]",[18],"In the near future, physically powerful beings known as ""Hairies"" struggle to survive in a segregated society dominated by hostile humans.",,2026-05-17T16:57:37.538671
150708,Away,Away,257.94,5.0,3407,2020-09-01,"[""United States""]",[18],Commander Emma Green leaves behind her husband and daughter to lead an international crew of astronauts on a perilous three-year mission to Mars.,,2026-05-17T16:57:37.538832
150709,Spirit Riding Free: Riding Academy,Spirit Riding Free: Riding Academy,198.75,4.1,4876,2020-09-01,"[""United States""]",[18],A new chapter begins for Lucky and her friends as they leave Miradero behind to live and learn at the prestigious Palomino Bluffs Riding Academy.,,2026-05-17T16:57:37.538968
150710,Young Wallander,Young Wallander,30.83,6.7,4916,2020-09-01,"[""United Kingdom""]",[18],"An incendiary hate crime stirs civil unrest, fast-tracking rookie cop Kurt Wallander to detective in this origin story for the popular character.",,2026-05-17T16:57:37.539121
150711,Chef's Table: BBQ,Chef's Table: BBQ,65.95,5.1,3851,2020-09-01,"[""United States""]",[10764],"The Emmy-nominated series delves into the juicy, smoky world of barbecue, visiting acclaimed chefs and pitmasters in the US, Australia and Mexico.",,2026-05-17T16:57:37.539269
150712,The Witcher: A Look Inside the Episodes,The Witcher: A Look Inside the Episodes,11.25,6.0,2566,2020-09-01,"[""US""]",[18],"With series creator Lauren S. Hissrich as your guide, take an in-depth journey into the stories and themes powering the first season of ""The Witcher.""",,2026-05-17T16:57:37.539402
150713,Blue Exorcist,Blue Exorcist,63.78,4.2,3535,2017-09-01,"[""Japan""]",[18],"Determined to throw off the curse of being Satan's illegitimate son, Rin enters the True Cross Academy to become an exorcist, just like his mentor.",,2026-05-17T16:57:37.539532
150714,Bookmarks,Bookmarks,90.6,10.6,5058,2020-09-01,"[""United States""]",[18],"Celebrity readers share children's books by Black authors to spark kid-friendly conversations about empathy, equality, self-love and antiracism.",,2026-05-17T16:57:37.539721
150715,Borgen,Borgen,199.97,4.0,5534,2012-09-01,"[""Denmark""]",[18],A shocking turn of events puts Birgitte Nyborg in the Danish prime minister's seat as her country's first female leader in this landmark drama.,,2026-05-17T16:57:37.539851
150716,Erased,Erased,301.82,7.3,922,2016-09-01,"[""Japan""]",[18],"Satoru Fujinuma can travel back in time to save others' lives. When he wakes up 18 years in the past, he has a chance to save his murdered classmates.",,2026-05-17T16:57:37.539969
150717,Felipe Esparza: Bad Decisions,Felipe Esparza: Bad Decisions,244.78,7.4,3433,2020-09-01,"[""United States""]",[18],"Two live performances, one in English and one in Spanish. No matter the language, Felipe Esparza is muy muy.",,2026-05-17T16:57:37.540199
150718,H,H,109.22,8.6,9844,2002-09-01,"[""France""]",[18],"At a dysfunctional hospital in Paris, three bumbling, eccentric medical employees embark on zany misadventures with surgical imprecision.",,2026-05-17T16:57:37.540337
150719,Heidi,Heidi,75.13,8.4,8674,2020-09-01,"[""France""]",[18],A plucky young orphan sent to live with her grandfather in the mountains discovers wonder and adventure around every corner.,,2026-05-17T16:57:37.540455
150720,"Sister, Sister","Sister, Sister",63.0,6.9,3027,1998-09-01,"[""United States""]",[18],"Separated at birth, twin sisters Tia Landry and Tamera Campbell reunite after 14 years and soon move in together, blending families and personalities.",,2026-05-17T16:57:37.540601
150721,The Promised Neverland,The Promised Neverland,245.79,5.6,3299,2019-09-01,"[""Japan""]",[18],"When three gifted kids learn that their isolated orphanage isn’t the haven they thought, they vow to lead the other children in a risky escape plan.",,2026-05-17T16:57:37.540723
150722,Thomas and Friends,Thomas and Friends,62.0,4.4,7152,2020-09-01,"[""United Kingdom""]",[18],"This animated children's series follows the adventures of Thomas, a cheerful blue tank engine who lives on the island of Sodor.",,2026-05-17T16:57:37.540847
150723,I AM A KILLER: RELEASED,I AM A KILLER: RELEASED,558.81,5.6,5212,2020-09-01,"[""United Kingdom""]",[18],"In this crime docuseries spinoff, a convict is paroled 30 years after being sentenced to death for murder. Then he makes a stunning confession.",,2026-05-17T16:57:37.540961
150724,Masaba Masaba,Masaba Masaba,24.88,6.5,4680,2020-09-01,"[""India""]",[18],"Real life mom-daughter duo Neena and Masaba Gupta play versions of themselves in this playful, fictional peek into their lives in fashion and film.",,2026-05-17T16:57:37.541110
150725,Aggretsuko,Aggretsuko,31.24,8.6,2953,2020-09-01,"[""Japan""]",[18],"Frustrated with her thankless office job, Retsuko the Red Panda copes with her daily struggles by belting out death metal karaoke after work.",,2026-05-17T16:57:37.541228
150726,Her Mother's Killer,Her Mother's Killer,199.01,7.3,7308,2020-09-01,"[""Colombia""]",[18],"Nearly 30 years after her mom's murder, a political strategist launches a calculated plan to ruin the Colombian presidential candidate who killed her.",,2026-05-17T16:57:37.541339
150727,Million Dollar Beach House,Million Dollar Beach House,162.11,4.7,3709,2020-09-01,"[""United States""]",[10764],The competition is fierce — and the drama undeniable — as a group of young and hungry agents try to seal the deal on luxury listings in the Hamptons.,,2026-05-17T16:57:37.541441
150728,Emily's Wonder Lab,Emily's Wonder Lab,84.51,6.1,5093,2020-09-01,"[""United States""]",[18],"Science-loving host Emily Calandrelli makes STEAM fun with activities, demonstrations and at-home experiments that'll make you think — and blow your mind!",,2026-05-17T16:57:37.541577
