tmdb_id,title,original_title,popularity,vote_average,vote_count,release_date,genre_ids,overview,poster_path,media_type,fetched_at
101306,Raising Victor Vargas,Raising Victor Vargas,264.09,6.4,508,2002-06-15,[18],A suave teen sets his sights on a girl who seems beyond his reach. But his game can't be confined to his tiny apartment and family's old-school values.,,movie,2026-05-17T16:57:36.100032
101307,The Smurfs 2,The Smurfs 2,23.48,5.5,1544,2013-06-15,[18],"Evil magician Gargamel continues his quest to tap the power of the Smurfs, creating a pair of his own ""Smurf-alikes"" called the Naughties.",,movie,2026-05-17T16:57:36.100170
101308,Wish Upon a Unicorn,Wish Upon a Unicorn,89.16,6.6,3252,2020-06-15,[18],Sisters Mia and Emma move to their grandmother’s farm far from the city and save a magical unicorn from local cowboys seeking its powers for themselves.,,movie,2026-05-17T16:57:36.100284
101309,Lara and the Beat,Lara and the Beat,411.73,4.2,9903,2018-06-15,[18],"When their glamorous, fast-paced lifestyle comes to a screeching halt, two sisters try to rebuild their fortunes through music and enterprise.",,movie,2026-05-17T16:57:36.100426
101310,Dad Wanted,Dad Wanted,310.25,6.3,4679,2020-06-15,[18],What does a thrill-seeker tween girl do when her mom forbids her to enter a BMX race? Cast an actor with nothing to lose to play her approving dad.,,movie,2026-05-17T16:57:36.100883
101311,How to Train Your Dragon 2,How to Train Your Dragon 2,359.33,5.2,1859,2014-06-15,[18],"Hiccup, Toothless and a mysterious dragon rider join forces to protect the island of Berk from a power-hungry warrior with a dragon army of his own.",,movie,2026-05-17T16:57:36.101143
101312,Pets United,Pets United,95.44,6.0,1669,2020-06-15,[18],A street-smart dog and a pampered cat join forces to lead a pack of unlikely heroes when their city is seized by its evil mayor — and his robot army.,,movie,2026-05-17T16:57:36.101313
101313,Wonho Chung: Live in New York,Wonho Chung: Live in New York,248.63,4.3,1154,2014-06-15,[35],"At the Comic Strip's first Arabic stand-up show, Wonho Chung ratchets up the laughs by tackling unique names, life in Jordan, accents and more.",,movie,2026-05-17T16:57:36.101451
101314,Aapla Manus,Aapla Manus,86.17,4.3,4245,2018-06-15,[18],"When a man falls from his balcony, an investigator questions the victim’s family, determined to uncover a darker truth behind the alleged accident.",,movie,2026-05-17T16:57:36.101642
101315,Ani... Dr. Kashinath Ghanekar,Ani... Dr. Kashinath Ghanekar,87.96,5.3,341,2018-06-15,[18],"From his singular career to his personal demons, this biopic chronicles the short yet prolific life of the Marathi dentist-turned-superstar.",,movie,2026-05-17T16:57:36.101791
101316,Bhai: Vyakti Ki Valli - Poorvardha,Bhai: Vyakti Ki Valli - Poorvardha,47.52,7.4,8694,2019-06-15,[18],This first of a two-part biopic depicts the early years that lay the foundation for beloved Marathi writer and comedian P.L. Deshpande’s iconic career.,,movie,2026-05-17T16:57:36.101946
101317,Bhai: Vyakti Ki Valli - Uttarardh,Bhai: Vyakti Ki Valli - Uttarardh,491.65,7.1,3083,2019-06-15,[18],"The second installment of P.L. Deshpande’s biopic explores the Marathi humorist’s political journey, philanthropic endeavors and personal life.",,movie,2026-05-17T16:57:36.102106
101318,Cycle,Cycle,264.46,6.3,1712,2018-06-15,[18],"When his prized bicycle is stolen, an astrologer’s search turns into a journey of self-realization — while the thieves learn a few lessons of their own.",,movie,2026-05-17T16:57:36.102253
101319,Dhh,Dhh,16.02,6.8,2193,2017-06-15,[18],"Convinced only a miracle can save them from failing school exams, a trio of friends seek help from a magician. To their surprise, he gamely complies.",,movie,2026-05-17T16:57:36.102385
101320,Kaagar,Kaagar,326.86,7.0,4076,2019-06-15,[18],"When an activist begins aiding a shrewd political advisor — also his girlfriend’s father, personal agendas lead to betrayal as love and duty clash.",,movie,2026-05-17T16:57:36.102515
101321,Night of Knots,Night of Knots,39.4,4.9,6515,2018-06-15,[18],Two exes run into each other at a wedding hall and realize they still harbor romantic feelings. The one problem? They just got married to other people.,,movie,2026-05-17T16:57:36.102838
101322,PhotoCopy,PhotoCopy,192.47,7.9,639,2016-06-15,[18],"Posing as her bubbly identical twin for a quiz contest, a shy student crushes on a fellow participant, who falls for her — thinking she’s her sister.",,movie,2026-05-17T16:57:36.102999
101323,Poshter Girl,Poshter Girl,95.09,6.9,4625,2016-06-15,[18],"In a town infamous for female infanticide, a young woman’s arrival has local bachelors vying for her hand in marriage — but she has a bigger agenda.",,movie,2026-05-17T16:57:36.103192
101324,Satria Heroes: Revenge of the Darkness,Satria Heroes: Revenge of the Darkness,93.57,4.8,490,2017-06-15,[18],"As he rebuilds society in a parallel universe, a superhero must return to Earth to help his equally powerful friend defend the planet from evil rivals.",,movie,2026-05-17T16:57:36.103352
101325,Son Of Adam,Son Of Adam,32.82,8.4,10643,2018-06-15,[18],"To escape conviction on criminal charges, a businessman agrees to aid a risky police mission, but his motives soon turn suspicious.",,movie,2026-05-17T16:57:36.103480
101326,The Babysitter: Killer Queen,The Babysitter: Killer Queen,387.36,7.2,5473,2020-06-15,[18],"Two years after Cole survived a satanic blood cult, he's living another nightmare: high school. And the demons from his past? Still making his life hell.",,movie,2026-05-17T16:57:36.103875
101327,Cargo,Cargo,146.05,6.7,3025,2020-06-15,[18],"Aboard a spaceship where souls of the deceased are readied for reincarnation, a lone crew member’s rigid existence is disrupted by a spry new assistant.",,movie,2026-05-17T16:57:36.104074
101328,Cuties,Cuties,159.35,5.6,1288,2020-06-15,[18],Eleven-year-old Amy starts to rebel against her conservative family’s traditions when she becomes fascinated with a free-spirited dance crew.,,movie,2026-05-17T16:57:36.104234
101329,So Much Love to Give,So Much Love to Give,162.91,5.7,5009,2020-06-15,[18],Fernando is a family man — equally committed to each of his two families. But one wrong turn brings them crashing together.,,movie,2026-05-17T16:57:36.104371
101330,The Social Dilemma,The Social Dilemma,32.21,5.5,2291,2020-06-15,[18],"This documentary-drama hybrid explores the dangerous human impact of social networking, with tech experts sounding the alarm on their own creations.",,movie,2026-05-17T16:57:36.104575
101331,#Alive,#Alive,95.11,10.3,6574,2020-06-15,[18],"As a grisly virus rampages a city, a lone man stays locked inside his apartment, digitally cut off from seeking help and desperate to find a way out.",,movie,2026-05-17T16:57:36.104982
101332,My Octopus Teacher,My Octopus Teacher,71.07,3.4,7820,2020-06-15,[18],"A filmmaker forges an unusual friendship with an octopus living in a South African kelp forest, learning as the animal shares the mysteries of her world.",,movie,2026-05-17T16:57:36.105580
101333,Toll Booth,Toll Booth,124.85,6.4,8051,2010-06-15,[18],"A toll booth operator's mundane life is upended when he's reassigned to a remote spot, where he finds intriguing strangers — and a new side to himself.",,movie,2026-05-17T16:57:36.105838
101334,"Waiting for ""Superman""","Waiting for ""Superman""",187.0,8.1,2963,2010-06-15,[18],"This dynamic documentary weaves together stories about students, educators and reformers to shed light on America's failing public school system.",,movie,2026-05-17T16:57:36.105998
101335,Villain,Villain,186.96,7.6,2083,2020-06-15,[18],"Fresh out of prison, an ex-con tries to save his debt-ridden brother and the family pub until local mobsters draw him back to a criminal underworld.",,movie,2026-05-17T16:57:36.106181
101336,I'm Thinking of Ending Things,I'm Thinking of Ending Things,35.84,9.5,3770,2020-06-15,[18],Nothing is as it seems when a woman experiencing misgivings about her new boyfriend joins him on a road trip to meet his parents at their remote farm.,,movie,2026-05-17T16:57:36.106353
101337,Kandasamys: The Wedding,Kandasamys: The Wedding,112.66,5.6,6490,2019-06-15,[18],"With their clashing demands, the mothers of both bride and groom turn wedding prep into comical chaos in this sequel to “Keeping Up With the Kandasamys.”",,movie,2026-05-17T16:57:36.106489
101338,The Lost Okoroshi,The Lost Okoroshi,58.89,3.9,2245,2019-06-15,[18],"A disillusioned security guard transforms into a masquerade, channeling ancestral spirits as he roams the streets of Lagos.",,movie,2026-05-17T16:57:36.106781
101339,You're My Boss,You're My Boss,54.45,4.7,152,2015-06-15,[18],"Pong, a corporate assistant, poses as his company’s president in order to help Georgina, a marketing executive, close a crucial business deal.",,movie,2026-05-17T16:57:36.107060
101340,Afonso Padilha: Classless,Afonso Padilha: Classless,40.69,4.1,3582,2020-06-15,[35],Brazilian comedian Afonso Padilha dives into his humble beginnings and digs out hilarious stories about his childhood in this very personal set.,,movie,2026-05-17T16:57:36.107327
101341,Ave Maryam,Ave Maryam,132.13,6.1,2501,2018-06-15,[18],A devoted nun who cares for her elder sisters must choose between upholding her vows or pursuing her forbidden feelings for a fascinating pastor.,,movie,2026-05-17T16:57:36.107472
101342,"Love, Guaranteed","Love, Guaranteed",356.86,5.8,775,2020-06-15,[18],Sparks fly when a crusading but cash-strapped attorney takes on a charming client looking to sue a dating site that guarantees its users will find love.,,movie,2026-05-17T16:57:36.107703
101343,Freaks – You're One of Us,Freaks – You're One of Us,91.84,7.8,6252,2020-06-15,[18],"Tipped by a mysterious tramp, a meek fry cook discovers she has superpowers — and kindred spirits — and uncovers an unsavory, widespread conspiracy.",,movie,2026-05-17T16:57:36.107852
101344,Hotel for Dogs,Hotel for Dogs,162.58,8.6,3385,2009-06-15,[18],"Placed in a foster home that doesn't allow pets, 16-year-old Andi and her younger brother Bruce turn an abandoned hotel into a home for their dog.",,movie,2026-05-17T16:57:36.107985
101345,Sky Tour: The Movie,Sky Tour: The Movie,94.18,7.1,5037,2020-06-15,[18],"From the preparations to the performances, this documentary showcases Vietnamese pop idol Sơn Tùng M-TP and the passion behind his Sky Tour concerts.",,movie,2026-05-17T16:57:36.108174
101346,Adrift,Adrift,72.51,5.6,2911,2018-06-15,[18],A young couple’s sailing adventure becomes a fight to survive when their yacht faces a catastrophic hurricane in this story based on true events.,,movie,2026-05-17T16:57:36.108343
101347,Always Be My Maybe,Always Be My Maybe,160.37,6.4,1671,2016-06-15,[18],"After being unexpectedly dumped by their respective lovers, a man and a woman have a chance meeting at a resort and embark on a unique relationship.",,movie,2026-05-17T16:57:36.108471
101348,Barbie Princess Adventure,Barbie Princess Adventure,31.46,5.1,1657,2020-06-15,[18],"Through music and magic, Barbie learns what it's like to be a modern princess when she trades places with a royal lookalike.",,movie,2026-05-17T16:57:36.108844
101349,Children of the Sea,Children of the Sea,18.0,6.2,724,2019-06-15,[18],"Ruka spends her summer at the aquarium, where she’s drawn into an enigmatic aquatic event alongside two mysterious boys raised in the ocean.",,movie,2026-05-17T16:57:36.109075
101350,Fate/Grand Order -First Order-,Fate/Grand Order -First Order-,341.57,5.0,5135,2016-06-15,[18],"Discovering that humanity is facing extinction, a new recruit to the Chaldea Security Organization goes back in time in order to save the future.",,movie,2026-05-17T16:57:36.109241
101351,Puss in Boots,Puss in Boots,315.59,7.6,4105,2011-06-15,[18],The fabled feline heads to the Land of Giants with friends Humpty Dumpty and Kitty Softpaws on a quest to nab its greatest treasure: the Golden Goose.,,movie,2026-05-17T16:57:36.109380
101352,Sex Drive,Sex Drive,464.38,8.0,4462,2008-06-15,[18],"Eager to hook up with a woman he met online, 18-year-old Ian embarks on an epic road trip that speeds straight toward trouble in this raunchy comedy.",,movie,2026-05-17T16:57:36.109856
101353,Soldier,Soldier,133.04,8.4,2828,1998-06-15,[18],"On the run from Indian police, a mysterious man escapes to Australia and falls in love with the daughter of an Indian criminal who lives there.",,movie,2026-05-17T16:57:36.110082
101354,"Take the Ball, Pass the Ball","Take the Ball, Pass the Ball",476.12,6.7,8533,2018-06-15,[18],"Through firsthand accounts and analysis, this football documentary details the dominance of FC Barcelona from 2008-2012 under manager Pep Guardiola.",,movie,2026-05-17T16:57:36.110251
101355,The Boss Baby: Get That Baby!,The Boss Baby: Get That Baby!,13.95,5.0,1953,2020-06-15,[18],Think you've got what it takes to be the boss? This interactive special puts your skills to the test and matches you up with one of 16 jobs at Baby Corp.,,movie,2026-05-17T16:57:36.110392
101356,The Match,The Match,44.72,6.8,1294,2020-06-15,[18],"One football match on a dirt pitch near Rome becomes a day of reckoning as a young player, his coach and their team's owner wrestle internal demons.",,movie,2026-05-17T16:57:36.110845
101357,The Smurfs,The Smurfs,491.51,8.4,2332,2011-06-15,[18],"When evil Gargamel tries to capture them, the Smurfs flee their woodland home, pass through a magic portal and find themselves stranded in New York.",,movie,2026-05-17T16:57:36.111116
101358,True: Friendship Day,True: Friendship Day,85.52,4.5,3726,2020-06-15,[18],"When a giant Grippity-Grab snags Grizelda’s friendship bracelet and turns her into a mermaid, True heads under the sea with magic wishes to save the day.",,movie,2026-05-17T16:57:36.111289
101359,Maniyarayile Ashokan,Maniyarayile Ashokan,208.72,7.8,7622,2020-06-15,[18],"When his unlucky horoscope doesn’t bode well for his future wife, an earnest bachelor goes to surprising lengths to get the family he’s always wanted.",,movie,2026-05-17T16:57:36.111433
101360,The Debt Collector 2,The Debt Collector 2,166.53,6.7,965,2020-06-15,[18],"French and Sue have two days to collect on three debts, using as much force as it takes – all while evading the wrath of a crime lord out for revenge.",,movie,2026-05-17T16:57:36.111627
101361,All Together Now,All Together Now,43.74,5.1,1561,2020-06-15,[18],"An optimistic, talented teen clings to a huge secret: She's homeless and living on a bus. When tragedy strikes, can she learn to accept a helping hand?",,movie,2026-05-17T16:57:36.111842
101362,Santana,Santana,32.94,9.8,2577,2020-06-15,[18],Two brothers — one a narcotics agent and the other a general — finally discover the identity of the drug lord who murdered their parents decades ago.,,movie,2026-05-17T16:57:36.111991
101363,Unknown Origins,Unknown Origins,238.97,7.0,4872,2020-06-15,[18],A very chiseled but somber detective must find a serial killer who leaves clues that only his mentor's nerdy comics-loving son can decipher.,,movie,2026-05-17T16:57:36.112670
101364,Edge of Seventeen,Edge of Seventeen,90.26,6.5,5178,1998-06-15,[18],A 17-year-old confronts confusion and heartbreak as he rediscovers his sexuality in this story about coming out and its social consequences.,,movie,2026-05-17T16:57:36.112879
101365,The Bridge Curse,The Bridge Curse,390.65,6.8,4685,2020-06-15,[18],A group of university students decides to test an urban legend about the ghost of a female student that haunts a campus bridge.,,movie,2026-05-17T16:57:36.113031
101366,The Young Messiah,The Young Messiah,224.87,3.5,2910,2016-06-15,[18],"Tormented by a demon and on the run from a Roman centurion, a 7-year-old Jesus and his parents, Mary and Joseph, flee Egypt for Nazareth.",,movie,2026-05-17T16:57:36.113259
101367,Lingua Franca,Lingua Franca,256.81,5.2,1654,2019-06-15,[18],An undocumented trans woman seeking legal status in the US becomes romantically involved with the grandson of the elderly woman she cares for.,,movie,2026-05-17T16:57:36.113396
101368,Making The Witcher,Making The Witcher,63.45,7.9,857,2020-06-15,[18],"Journey into the extraordinary world of ""The Witcher"" — from casting the roles to Jaskier's catchy song — in this behind-the-scenes look at the series.",,movie,2026-05-17T16:57:36.113532
101369,Rising Phoenix,Rising Phoenix,119.81,5.8,5574,2020-06-15,[18],"Elite athletes and insiders reflect on the Paralympic Games and examine how they impact a global understanding of disability, diversity and excellence.",,movie,2026-05-17T16:57:36.113880
101370,Septembers of Shiraz,Septembers of Shiraz,64.16,6.1,665,2016-06-15,[18],"In post-revolution Tehran, a wealthy Jewish businessman is summarily jailed and tortured, but along with his wife, he fights for answers and freedom.",,movie,2026-05-17T16:57:36.114060
101371,Class of '83,Class of '83,12.79,6.3,1447,2020-06-15,[18],"Demoted to an academy job, a cop trains five foolhardy students as assassins in his risky revenge plot against police corruption and the underworld.",,movie,2026-05-17T16:57:36.114228
101372,Dark Forces,Dark Forces,291.4,8.9,3005,2020-06-15,[18],"In search of his sister, a renegade criminal seeks answers at a sordid hotel where he encounters a sinister guest and romances a mysterious waitress.",,movie,2026-05-17T16:57:36.114364
101373,The Sleepover,The Sleepover,50.58,7.7,3555,2020-06-15,[18],What do you do if your parents are kidnapped by a crew of international thieves? You begin a wild overnight adventure — complete with spy gear.,,movie,2026-05-17T16:57:36.114800
101374,John Was Trying to Contact Aliens,John Was Trying to Contact Aliens,71.14,8.4,2166,2020-06-15,[18],"A rural electronics whiz broadcasts radio signals into space and monitors for signs of aliens, but makes a more important connection here on Earth.",,movie,2026-05-17T16:57:36.115051
101375,Scarecrow,Scarecrow,42.26,4.6,5308,2019-06-15,[18],"When his former partners vote to sell off a pricey piece of stolen jewelry, a thief recruits his grandson to help him retain it and repent for his deed.",,movie,2026-05-17T16:57:36.115239
101376,The Crimes That Bind,The Crimes That Bind,151.63,6.6,183,2020-06-15,[18],"When her son is accused of raping and trying to murder his ex-wife, Alicia embarks on a journey that will change her life forever.",,movie,2026-05-17T16:57:36.115402
101377,Little Singham: Kaal Ka Badla,Little Singham: Kaal Ka Badla,62.57,7.9,3162,2020-06-15,[18],"Little Singham’s biggest enemy, the demon Kaal, is back and badder than ever — but this time, will he succeed in destroying the world’s best kid cop?",,movie,2026-05-17T16:57:36.115775
101378,Drunk Parents,Drunk Parents,19.84,5.3,4492,2019-06-15,[18],Two desperate parents go to extreme lengths to hide their dire financial straits from their daughter and friends.,,movie,2026-05-17T16:57:36.116136
101379,Meet the In-Laws,Meet the In-Laws,65.22,7.4,6690,2017-06-15,[18],"When their respective parents oppose their union, a newly engaged couple learns that the reasons for pushback run deeper than just tribal differences.",,movie,2026-05-17T16:57:36.116389
101380,Crazy Awesome Teachers,Crazy Awesome Teachers,36.29,6.2,4000,2020-06-15,[18],"When staff salaries get stolen at his school, a reluctant new teacher sets out to recoup the money and soon discovers the joys of teaching.",,movie,2026-05-17T16:57:36.116640
101381,Islands of Faith,Islands of Faith,253.44,4.5,2791,2018-06-15,[18],"Through the lens of faiths and cultures in seven provinces in Indonesia, this documentary follows individuals who strive to address climate change.",,movie,2026-05-17T16:57:36.116804
101382,Les Misérables,Les Misérables,239.6,4.0,5412,2012-06-15,[18],"The musical version of Victor Hugo's epic tale of love and sacrifice, first produced for the stage in 1985, now receives the big-screen treatment.",,movie,2026-05-17T16:57:36.116949
101383,Seventh Son,Seventh Son,172.21,7.2,3671,2014-06-15,[18],"In the 18th century, apprentice exorcist Tom Ward is the lynchpin in a battle between good and evil when imprisoned witch Mother Malkin escapes.",,movie,2026-05-17T16:57:36.117184
101384,What's Your Raashee?,What's Your Raashee?,18.48,7.7,3534,2009-06-15,[18],"To protect his family from ruin, Yogesh must marry his dream girl in only ten days, so he rushes into dating women with different astrological signs.",,movie,2026-05-17T16:57:36.117340
101385,Beyond the Boundary: ICC Women's T20 World Cup Australia 2020,Beyond the Boundary: ICC Women's T20 World Cup Australia 2020,137.41,8.1,1600,2020-06-15,[18],"With highlights from the 2020 tourney, this program offers an inside look at the global showcase for women's cricket — the ICC Women's T20 World Cup.",,movie,2026-05-17T16:57:36.117467
101386,Fearless,Fearless,137.62,8.5,2672,2020-06-15,[18],A teen gamer is forced to level up to full-time babysitter when his favorite video game drops three superpowered infants from space into his backyard.,,movie,2026-05-17T16:57:36.117829
101387,Nigerian Prince,Nigerian Prince,53.21,7.0,1209,2018-06-15,[18],"When a stubborn American teenager is sent to Nigeria by his mother, his cousin's scamming business becomes a viable option for securing a return flight.",,movie,2026-05-17T16:57:36.118054
101388,Octonauts & the Caves of Sac Actun,Octonauts & the Caves of Sac Actun,53.91,7.9,1612,2020-06-15,[18],"The Octonauts embark on an underwater adventure, navigating a set of challenging caves to help a small octopus friend return home to the Caribbean Sea.",,movie,2026-05-17T16:57:36.118490
101389,Project Power,Project Power,261.94,4.5,8063,2020-06-15,[18],"An ex-soldier, a teen and a cop collide in New Orleans as they hunt for the source behind a dangerous new pill that grants users temporary superpowers.",,movie,2026-05-17T16:57:36.118765
101390,An Easy Girl,An Easy Girl,506.27,3.0,300,2019-06-15,[18],A teen girl is drawn to her cousin’s hedonistic lifestyle when they spend the summer together in Cannes as she learns about herself and her own values.,,movie,2026-05-17T16:57:36.118920
101391,Christine,Christine,98.28,6.1,4281,2016-06-15,[18],"In a film based on true events, an awkward but ambitious TV reporter struggles to adapt when she's ordered to focus on violent and salacious stories.",,movie,2026-05-17T16:57:36.119076
101392,Simon Killer,Simon Killer,11.11,6.5,2771,2012-06-15,[18],"Young and heartbroken, a New Yorker travels to Paris to escape his romantic woes but is soon drawn into another all-consuming attraction.",,movie,2026-05-17T16:57:36.119232
101393,Gunjan Saxena: The Kargil Girl,Gunjan Saxena: The Kargil Girl,68.77,6.9,3784,2020-06-15,[18],Flight Lieutenant Gunjan Saxena makes history in her journey from aspiring aviator to India’s first female combat pilot in the Kargil War.,,movie,2026-05-17T16:57:36.119367
101394,Mr. Peabody & Sherman,Mr. Peabody & Sherman,271.51,6.2,8988,2014-06-15,[18],"Resurrected from the 1960s animated series ""Rocky and Bullwinkle,"" canine genius Mr. Peabody and young Sherman take a dizzying ride through time.",,movie,2026-05-17T16:57:36.119517
101395,"Rob Schneider: Asian Momma, Mexican Kids","Rob Schneider: Asian Momma, Mexican Kids",87.81,9.2,1323,2020-06-15,[35],"Former ""Saturday Night Live"" star Rob Schneider returns to the stage and shares his take on life, love and dinosaur dreams in this stand-up special.",,movie,2026-05-17T16:57:36.120052
101396,The Lost Husband,The Lost Husband,236.67,3.8,4885,2020-06-15,[18],"Looking to start anew, a widow retreats with her children to her aunt's goat farm, where the ranch's manager helps her navigate country life and loss.",,movie,2026-05-17T16:57:36.120276
101397,Diamonds in the Sky,Diamonds in the Sky,378.0,6.0,2715,2018-06-15,[18],Three families navigate uncertainty and struggle when cancer affects their lives and presents emotional challenges that test their bonds.,,movie,2026-05-17T16:57:36.120420
101398,We Summon the Darkness,We Summon the Darkness,169.6,5.2,2268,2020-06-15,[18],A night at a 1980s heavy metal concert hits a grisly note when new friends find themselves in the middle of a satanic murder spree.,,movie,2026-05-17T16:57:36.120600
101399,"Berlin, Berlin: Lolle on the Run","Berlin, Berlin: Lolle on the Run",120.05,6.6,7756,2020-06-15,[18],"In this cinematic sequel to the hit TV series, Lolle has moved on from Sven and is about to marry her friend Hart – until Sven disrupts her plans.",,movie,2026-05-17T16:57:36.120774
101400,Stars in the Sky: A Hunting Story,Stars in the Sky: A Hunting Story,55.43,8.9,2563,2018-06-15,[18],"This documentary follows a group of hunters as they grapple with the complexities, controversies, and contradictions of pursuing animals in the wild.",,movie,2026-05-17T16:57:36.120927
101401,The Magic School Bus Rides Again Kids In Space,The Magic School Bus Rides Again Kids In Space,586.94,7.2,7396,2020-06-15,[18],The Magic School Bus kids blast into orbit — and onto the International Space Station — only to find themselves on the run from a giant tardigrade!,,movie,2026-05-17T16:57:36.121171
101402,Work It,Work It,82.48,2.6,2388,2020-06-15,[18],A brilliant but clumsy high school senior vows to get into her late father’s alma mater by transforming herself and a misfit squad into dance champions.,,movie,2026-05-17T16:57:36.121351
101403,Nasha Natasha,Nasha Natasha,51.6,4.1,2199,2020-06-15,[18],Concert and behind-the-scenes footage capture life on tour for Uruguayan sensation Natalia Oreiro as she performs for packed crowds throughout Russia.,,movie,2026-05-17T16:57:36.121485
101404,Anelka: Misunderstood,Anelka: Misunderstood,100.6,6.4,1476,2020-06-15,[18],"Inscrutable, incomparable or both? Famed French footballer Nicolas Anelka’s controversial legacy is explored in this in-depth documentary.",,movie,2026-05-17T16:57:36.121896
101405,Sin City,Sin City,6.25,5.6,3603,2019-06-15,[18],A busy couple tries to give their love life a boost by taking an impromptu weekend trip only to find their relationship tested in unexpected ways.,,movie,2026-05-17T16:57:36.122131
101406,A Go! Go! Cory Carson Summer Camp,A Go! Go! Cory Carson Summer Camp,213.36,5.9,4579,2020-06-15,[18],"Cory's spending the summer at Camp Friendship with his best friend, Freddie. But jealousy flares when Freddie brings his cousin Rosie along for the ride.",,movie,2026-05-17T16:57:36.122328
101407,Malibu Rescue: The Next Wave,Malibu Rescue: The Next Wave,105.9,6.4,9665,2020-06-15,[18],"As summer returns to Malibu, Team Flounder takes to the beach to host — and unexpectedly compete in — the International Beachmaster Competition.",,movie,2026-05-17T16:57:36.122662
101408,Sam Jay: 3 In The Morning,Sam Jay: 3 In The Morning,131.51,7.9,6186,2020-06-15,[35],"Comedian and ""Saturday Night Live"" writer Sam Jay serves up fresh takes on relationships, travel nightmares, the audacity of white people and more.",,movie,2026-05-17T16:57:36.122870
101409,Almost Love,Almost Love,135.41,5.5,4281,2020-06-15,[18],A close crew of striving New Yorkers experiences both joy and heartache in their romantic and professional lives.,,movie,2026-05-17T16:57:36.123014
101410,Killing Hasselhoff,Killing Hasselhoff,44.09,6.3,7001,2017-06-15,[18],"In major debt to a loan shark, a nightclub owner who's entered in a celebrity death pool tries to murder a famous figure for half a million dollars.",,movie,2026-05-17T16:57:36.123192
101411,Rogue Warfare: The Hunt,Rogue Warfare: The Hunt,93.04,3.6,7101,2020-06-15,[18],"When their leader is captured by an extremist organization, a special forces team stages a perilous rescue mission as time runs out.",,movie,2026-05-17T16:57:36.123322
101412,Super Monsters: The New Class,Super Monsters: The New Class,195.82,5.1,1408,2020-06-15,[18],"A new class of pint-sized preschoolers arrives at Pitchfork Pines, and the Super Monsters take their superpowers to the next level — the Purple Room!",,movie,2026-05-17T16:57:36.123450
101413,The Ottoman Lieutenant,The Ottoman Lieutenant,294.49,4.7,8277,2017-06-15,[18],"As World War I looms, an American nurse travels to the Ottoman Empire on a medical mission, where she clashes with a dashing lieutenant.",,movie,2026-05-17T16:57:36.123717
101414,Tumi or not Tumi,Tumi or not Tumi,16.51,7.7,7140,2020-06-15,[35],"Tumi Morake dishes out hot takes and fiery commentary about the concept of identity, politics, family life, weaves, and more in this stand-up special.",,movie,2026-05-17T16:57:36.124245
101415,What Keeps You Alive,What Keeps You Alive,327.12,7.6,2011,2018-06-15,[18],A couple's romantic anniversary retreat to a rural cabin unravels when a childhood friend appears and reveals long-held secrets from the past.,,movie,2026-05-17T16:57:36.124424
101416,Latte and the Magic Waterstone,Latte and the Magic Waterstone,151.19,7.1,6067,2020-06-15,[18],"When a greedy bear steals a magic stone to keep the forest’s water for himself, a brave hedgehog and a timid squirrel must work together to retrieve it.",,movie,2026-05-17T16:57:36.124646
101417,Raat Akeli Hai,Raat Akeli Hai,392.35,8.7,5126,2020-06-15,[18],"When a newly married landlord is murdered, a misfit cop’s investigation is complicated by the victim’s secretive family and his own conflicted heart.",,movie,2026-05-17T16:57:36.124807
101418,Seriously Single,Seriously Single,49.13,5.9,1454,2020-06-15,[18],"While her free-living bestie urges her to embrace singlehood, a commitment-craving social media expert can't stop following the life of a former love.",,movie,2026-05-17T16:57:36.124947
101419,Sugar High,Sugar High,397.0,6.2,6671,2020-06-15,[18],"Talented sugar artists compete for $10,000 over two rounds of competition — candy and sugar sculpture — in this ""Sugar Rush"" spinoff special.",,movie,2026-05-17T16:57:36.125117
101420,Retablo,Retablo,8.55,6.4,5270,2017-06-15,[18],"High in the Andes, a teenage boy and his father work together as artisans. But their bond is shattered when the son learns of his father's secret life.",,movie,2026-05-17T16:57:36.125271
101421,Uma Maheswara Ugra Roopasya,Uma Maheswara Ugra Roopasya,377.11,5.6,2878,2020-06-15,[18],"Defeated and humiliated in a fight while trying to defuse a conflict among his fellow villagers, a photographer vows revenge on his attacker.",,movie,2026-05-17T16:57:36.125406
101422,It's Her Day,It's Her Day,271.74,8.3,2278,2016-06-15,[18],"After a man promises his fiancé a dream wedding, he must keep up with her outrageous requests to have the most lavish ceremony possible.",,movie,2026-05-17T16:57:36.125713
101423,Redemption,Redemption,36.81,7.1,4207,2019-06-15,[18],"Newly released from prison, a man returning to his girlfriend and their child subsequently learns about a dangerous debt taken by his late mother.",,movie,2026-05-17T16:57:36.126099
101424,Shine Your Eyes,Shine Your Eyes,50.09,5.6,3333,2020-06-15,[18],"A Nigerian musician travels to Brazil to search for his estranged brother, who is living a life very different than the one his family thought.",,movie,2026-05-17T16:57:36.126309
101425,The Hater,The Hater,18.91,8.0,6153,2020-06-15,[18],A duplicitous young man finds success in the dark world of social media smear tactics — but his virtual vitriol soon has violent real-life consequences.,,movie,2026-05-17T16:57:36.126477
101426,The Speed Cubers,The Speed Cubers,346.31,8.3,5617,2020-06-15,[18],This documentary captures the extraordinary twists and turns in the journeys of Rubik's Cube-solving champions Max Park and Feliks Zemdegs.,,movie,2026-05-17T16:57:36.126698
